enrollment_id,student_id,program_id,year
6232,2232,2,2020
6233,2233,2,2020
6234,2234,1,2021
6235,2235,1,2019
6236,2236,2,2021
6237,2237,1,2020
6238,2238,2,20-21
6239,2239,1,2024
6240,2240,1,2021
6241,2241,2,2023
6242,2242,1,20-21
6243,2243,1,2019
6244,2244,1,2021
6245,2245,2,2021
6246,2246,2,2024
6247,2247,1,2019
6248,2248,2,2020
6249,2249,1,FY2022
6250,2250,1,2023
6251,2251,1,2020
6252,2252,1,2019
6253,2253,1,2024
6254,2254,1,2021
6255,2255,2,2021
6256,2256,2,FY2022
6257,2257,1,2023
6258,2258,1,2019
6259,2259,1,2021
6260,2260,1,2020
6261,2261,2,2018
6262,2262,1,2021
6263,2263,2,2020
6264,2264,2,2020
6265,2265,2,2018
6266,2266,1,2018
6267,2267,1,2019
6268,2268,1,2023
6269,2269,2,2020
6270,2270,2,2023
6271,2271,2,FY2022
6272,2272,2,FY2022
6273,2273,1,2023
6274,2274,1,2024
6275,2275,1,2021
6276,2276,1,2020
6277,2277,2,2024
6278,2278,1,2019
6279,2279,1,2021
6280,2280,1,FY2022
6281,2281,2,2023
6282,2282,2,20-21
6283,2283,1,20-21
6284,2284,1,2018
6285,2285,2,2018
6286,2286,1,2023
6287,2287,2,2018
6288,2288,1,2021
6289,2289,2,2019
6290,2290,2,2023
6291,2291,1,2023
6292,2292,2,2021
6293,2293,2,20-21
6294,2294,1,2024
6295,2295,1,FY2022
6296,2296,2,2018
6297,2297,1,20-21
6298,2298,2,2020
6299,2299,2,2018
6300,2300,1,2023
6301,2301,1,2018
6302,2302,2,2019
6303,2303,1,20-21
6304,2304,1,2020
6305,2305,1,2018
6306,2306,2,2021
6307,2307,2,20-21
6308,2308,2,2019
6309,2309,2,20-21
6310,2310,1,2023
6311,2311,2,FY2022
6312,2312,1,2021
6313,2313,2,2019
6314,2314,1,2023
6315,2315,2,2018
6316,2316,1,20-21
6317,2317,1,2023
6318,2318,2,20-21
6319,2319,2,2021
6320,2320,1,2024
6321,2321,2,2018
6322,2322,1,2019
6323,2323,1,20-21
6324,2324,2,2018
6325,2325,2,2018
6326,2326,2,2023
6327,2327,1,2018
6328,2328,2,2019
6329,2329,2,2019
6330,2330,2,2019
6331,2331,2,2023
6332,2332,2,2020
6333,2333,2,2018
6334,2334,1,20-21
6335,2335,2,2023
6336,2336,2,2021
6337,2337,2,2024
6338,2338,2,FY2022
6339,2339,2,2018
6340,2340,2,20-21
6341,2341,2,2021
6342,2342,1,2018
6343,2343,1,FY2022
6344,2344,2,2023
6345,2345,1,2024
6346,2346,1,FY2022
6347,2347,2,2024
6348,2348,1,2020
6349,2349,1,2020
6350,2350,2,2020
6351,2351,1,2024
6352,2352,1,2020
6353,2353,2,FY2022
6354,2354,2,2024
6355,2355,1,FY2022
6356,2356,1,2020
6357,2357,2,FY2022
6358,2358,2,20-21
6359,2359,1,FY2022
6360,2360,2,2021
6361,2361,2,2018
6362,2362,1,FY2022
6363,2363,2,2023
6364,2364,1,20-21
6365,2365,2,2021
6366,2366,2,20-21
6367,2367,1,FY2022
6368,2368,1,FY2022
6369,2369,2,FY2022
6370,2370,2,2024
6371,2371,2,2020
6372,2372,1,2024
6373,2373,2,2024
6374,2374,2,2024
6375,2375,2,2020
6376,2376,2,FY2022
6377,2377,1,2021
6378,2378,2,20-21
6379,2379,1,2024
6380,2380,2,2019
6381,2381,2,2023
6382,2382,1,2024
6383,2383,2,20-21
6384,2384,2,2021
6385,2385,1,20-21
6386,2386,2,2018
6387,2387,1,2020
6388,2388,1,2021
6389,2389,1,2024
6390,2390,2,2024
6391,2391,2,FY2022
6392,2392,2,2020
6393,2393,2,FY2022
6394,2394,1,2024
6395,2395,1,FY2022
6396,2396,2,2024
6397,2397,2,2023
6398,2398,2,2018
6399,2399,2,2021
6400,2400,2,FY2022
6401,2401,2,2018
6402,2402,1,20-21
6403,2403,2,2019
6404,2404,1,2020
6405,2405,2,2024
6406,2406,2,2024
6407,2407,2,2021
6408,2408,1,2023
6409,2409,1,2020
6410,2410,2,2018
6411,2411,2,2020
6412,2412,2,2021
6413,2413,1,2019
6414,2414,2,2023
6415,2415,2,2021
6416,2416,2,2019
6417,2417,1,FY2022
6418,2418,2,2024
6419,2419,1,2023
6420,2420,2,2023
6421,2421,2,2020
6422,2422,2,20-21
6423,2423,2,2023
6424,2424,2,FY2022
6425,2425,1,2021
6426,2426,1,2021
6427,2427,1,2018
6428,2428,2,2018
6429,2429,1,2021
6430,2430,1,2024
6431,2431,2,FY2022
6432,2432,2,2018
6433,2433,1,2019
6434,2434,2,2021
6435,2435,1,2024
6436,2436,1,2020
6437,2437,1,2019
6438,2438,1,2019
6439,2439,2,2018
6440,2440,1,2021
6441,2441,1,2023
6442,2442,2,2018
6443,2443,1,2023
6444,2444,2,FY2022
6445,2445,1,2020
6446,2446,1,2020
6447,2447,2,2023
6448,2448,1,FY2022
6449,2449,1,20-21
6450,2450,1,2019
6451,2451,2,2021
6452,2452,1,2021
6453,2453,2,20-21
6454,2454,1,20-21
6455,2455,1,2021
6456,2456,1,2018
6457,2457,2,2024
6458,2458,1,2023
6459,2459,1,2024
6460,2460,2,2019
6461,2461,2,2024
6462,2462,2,2019
6463,2463,1,2024
6464,2464,1,2019
6465,2465,2,2023
6466,2466,2,2021
6467,2467,2,2018
6468,2468,1,20-21
6469,2469,1,2018
6470,2470,2,2021
6471,2471,1,2024
6472,2472,1,2019
6473,2473,2,2023
6474,2474,1,2024
6475,2475,2,20-21
6476,2476,2,20-21
6477,2477,1,2020
6478,2478,2,2023
6479,2479,2,2023
6480,2480,2,FY2022
6481,2481,2,2018
6482,2482,2,2023
6483,2483,2,20-21
6484,2484,1,2019
6485,2485,1,2018
6486,2486,1,2018
6487,2487,2,2023
6488,2488,2,2023
6489,2489,1,2021
6490,2490,2,2018
6491,2491,2,2023
6492,2492,2,2018
6493,2493,2,2021
6494,2494,1,2018
6495,2495,2,2023
6496,2496,2,FY2022
6497,2497,1,2024
6498,2498,1,FY2022
6499,2499,1,20-21
6500,2500,2,2019
6501,2501,2,2018
6502,2502,2,2024
6503,2503,1,2024
6504,2504,2,2019
6505,2505,2,20-21
6506,2506,1,2019
6507,2507,2,2024
6508,2508,2,2021
6509,2509,1,2021
6510,2510,2,2023
6511,2511,1,2019
6512,2512,1,2020
6513,2513,2,2018
6514,2514,2,2018
6515,2515,1,2023
6516,2516,2,2018
6517,2517,2,2018
6518,2518,2,2024
6519,2519,1,20-21
6520,2520,2,FY2022
6521,2521,2,2021
6522,2522,1,FY2022
6523,2523,2,20-21
6524,2524,1,FY2022
6525,2525,1,2024
6526,2526,2,2018
6527,2527,1,2024
6528,2528,1,20-21
6529,2529,2,2024
6530,2530,1,2024
6531,2531,2,2020
6532,2532,1,2019
6533,2533,1,20-21
6534,2534,1,FY2022
6535,2535,2,2024
6536,2536,1,FY2022
6537,2537,1,20-21
6538,2538,1,20-21
6539,2539,2,2024
6540,2540,2,2020
6541,2541,1,2021
6542,2542,2,2024
6543,2543,1,20-21
6544,2544,1,20-21
6545,2545,1,2024
6546,2546,2,FY2022
6547,2547,2,2021
6548,2548,2,20-21
6549,2549,2,20-21
6550,2550,1,2023
6551,2551,1,20-21
6552,2552,2,2020
6553,2553,2,2019
6554,2554,2,20-21
6555,2555,1,2020
6556,2556,1,2019
6557,2557,2,2024
6558,2558,1,2020
6559,2559,1,20-21
6560,2560,2,2019
6561,2561,2,20-21
6562,2562,1,2020
6563,2563,1,20-21
6564,2564,1,20-21
6565,2565,2,2018
6566,2566,1,2020
6567,2567,2,2023
6568,2568,1,20-21
6569,2569,2,FY2022
6570,2570,1,2024
6571,2571,1,20-21
6572,2572,2,20-21
6573,2573,1,2018
6574,2574,1,FY2022
6575,2575,2,2019
6576,2576,1,2020
6577,2577,1,2019
6578,2578,1,2021
6579,2579,2,2018
6580,2580,2,2018
6581,2581,2,2023
6582,2582,1,FY2022
6583,2583,2,2020
6584,2584,1,2021
6585,2585,2,FY2022
6586,2586,1,2024
6587,2587,1,2020
6588,2588,2,2024
6589,2589,1,20-21
6590,2590,2,2024
6591,2591,2,2018
6592,2592,2,2018
6593,2593,2,2023
6594,2594,2,2021
6595,2595,1,2023
6596,2596,2,FY2022
6597,2597,1,2024
6598,2598,2,FY2022
6599,2599,2,FY2022
6600,2600,1,2024
6601,2601,1,2023
6602,2602,2,FY2022
6603,2603,2,20-21
6604,2604,1,2021
6605,2605,2,2024
6606,2606,1,2020
6607,2607,1,2018
6608,2608,1,2024
6609,2609,2,2018
6610,2610,1,2023
6611,2611,1,2021
6612,2612,1,2018
6613,2613,1,2021
6614,2614,1,2023
6615,2615,2,2020
6616,2616,2,FY2022
6617,2617,2,2024
6618,2618,2,2021
6619,2619,2,20-21
6620,2620,2,FY2022
6621,2621,1,2023
6622,2622,2,2018
6623,2623,2,2024
6624,2624,2,2018
6625,2625,1,2019
6626,2626,2,2020
6627,2627,2,20-21
6628,2628,2,2024
6629,2629,1,2018
6630,2630,2,2021
6631,2631,2,2018
6632,2632,1,2024
6633,2633,1,20-21
6634,2634,2,20-21
6635,2635,1,2023
6636,2636,1,2024
6637,2637,2,FY2022
6638,2638,2,2018
6639,2639,1,2020
6640,2640,1,2019
6641,2641,2,20-21
6642,2642,1,2019
6643,2643,2,2024
6644,2644,1,2024
6645,2645,1,2021
6646,2646,2,20-21
6647,2647,1,2023
6648,2648,1,2020
6649,2649,1,FY2022
6650,2650,2,2021
6651,2651,2,2019
6652,2652,2,FY2022
6653,2653,1,2024
6654,2654,2,FY2022
6655,2655,1,20-21
6656,2656,2,2024
6657,2657,1,2023
6658,2658,1,FY2022
6659,2659,1,2019
6660,2660,1,2020
6661,2661,1,FY2022
6662,2662,2,FY2022
6663,2663,1,2024
6664,2664,1,20-21
6665,2665,2,2023
6666,2666,1,2018
6667,2667,2,20-21
6668,2668,2,2021
6669,2669,2,2019
6670,2670,1,FY2022
6671,2671,1,2018
6672,2672,1,2018
6673,2673,2,2020
6674,2674,2,2024
6675,2675,1,2023
6676,2676,1,20-21
6677,2677,2,20-21
6678,2678,1,2021
6679,2679,2,2019
6680,2680,2,FY2022
6681,2681,2,2020
6682,2682,2,20-21
6683,2683,2,2020
6684,2684,2,FY2022
6685,2685,1,2024
6686,2686,1,2024
6687,2687,2,2021
6688,2688,1,FY2022
6689,2689,1,2018
6690,2690,1,2024
6691,2691,2,2019
6692,2692,1,2019
6693,2693,2,2021
6694,2694,2,2020
6695,2695,2,2021
6696,2696,1,2019
6697,2697,2,20-21
6698,2698,2,2021
6699,2699,1,2023
6700,2700,1,2024
6701,2701,2,20-21
6702,2702,1,2018
6703,2703,2,2020
6704,2704,2,2020
6705,2705,1,2018
6706,2706,2,2023
6707,2707,2,2018
6708,2708,2,2018
6709,2709,2,2020
6710,2710,2,FY2022
6711,2711,1,2023
6712,2712,2,20-21
6713,2713,2,2020
6714,2714,2,FY2022
6715,2715,1,20-21
6716,2716,2,FY2022
6717,2717,1,2019
6718,2718,1,2021
6719,2719,2,2024
6720,2720,2,2020
6721,2721,1,2024
6722,2722,1,FY2022
6723,2723,1,2019
6724,2724,2,2021
6725,2725,1,2020
6726,2726,2,2018
6727,2727,1,FY2022
6728,2728,2,20-21
6729,2729,2,2023
6730,2730,2,FY2022
6731,2731,2,2020
6732,2732,2,2019
6733,2733,2,2018
6734,2734,2,2018
6735,2735,1,2019
6736,2736,1,FY2022
6737,2737,1,FY2022
6738,2738,2,2023
6739,2739,2,2024
6740,2740,1,FY2022
6741,2741,2,FY2022
6742,2742,1,2024
6743,2743,2,2019
6744,2744,2,FY2022
6745,2745,1,2021
6746,2746,2,2023
6747,2747,1,20-21
6748,2748,2,2018
6749,2749,2,2021
6750,2750,2,2021
6751,2751,1,2021
6752,2752,2,2023
6753,2753,1,2023
6754,2754,1,FY2022
6755,2755,2,2020
6756,2756,2,2018
6757,2757,2,2021
6758,2758,1,20-21
6759,2759,1,2024
6760,2760,1,2021
6761,2761,1,2021
6762,2762,1,2019
6763,2763,1,20-21
6764,2764,2,2020
6765,2765,2,20-21
6766,2766,1,20-21
6767,2767,2,2020
6768,2768,1,2020
6769,2769,2,20-21
6770,2770,1,2024
6771,2771,2,FY2022
6772,2772,2,20-21
6773,2773,1,2019
6774,2774,1,20-21
6775,2775,2,2019
6776,2776,2,2019
6777,2777,1,20-21
6778,2778,2,2019
6779,2779,2,2023
6780,2780,2,2023
6781,2781,1,FY2022
6782,2782,1,2018
6783,2783,1,2021
6784,2784,1,2019
6785,2785,1,2018
6786,2786,1,2021
6787,2787,1,20-21
6788,2788,1,2023
6789,2789,1,2023
6790,2790,2,2019
6791,2791,1,20-21
6792,2792,1,2020
6793,2793,1,2020
6794,2794,1,20-21
6795,2795,1,2024
6796,2796,2,2024
6797,2797,2,2019
6798,2798,2,FY2022
6799,2799,2,20-21
6800,2800,1,2020
6801,2801,1,2018
6802,2802,1,2023
6803,2803,2,2021
6804,2804,2,2019
6805,2805,2,2023
6806,2806,2,20-21
6807,2807,1,2021
6808,2808,2,2023
6809,2809,2,2019
6810,2810,1,2023
6811,2811,2,2020
6812,2812,2,2018
6813,2813,1,2021
6814,2814,1,2020
6815,2815,2,2019
6816,2816,2,2023
6817,2817,2,2020
6818,2818,1,FY2022
6819,2819,1,20-21
6820,2820,2,2018
6821,2821,1,2024
6822,2822,2,2023
6823,2823,2,FY2022
6824,2824,2,2023
6825,2825,2,2021
6826,2826,2,2021
6827,2827,2,2021
6828,2828,2,2021
6829,2829,1,2023
6830,2830,2,2019
6831,2831,1,2024
6832,2832,1,2024
6833,2833,1,20-21
6834,2834,2,2018
6835,2835,2,2019
6836,2836,1,2020
6837,2837,1,2021
6838,2838,2,2024
6839,2839,2,2021
6840,2840,1,2023
6841,2841,1,2024
6842,2842,1,2020
6843,2843,2,FY2022
6844,2844,1,2019
6845,2845,1,FY2022
6846,2846,1,FY2022
6847,2847,2,2020
6848,2848,1,20-21
6849,2849,1,2019
6850,2850,2,20-21
6851,2851,1,2018
6852,2852,2,2019
6853,2853,2,2023
6854,2854,1,2018
6855,2855,1,2020
6856,2856,2,2020
6857,2857,2,2018
6858,2858,2,2023
6859,2859,2,2023
6860,2860,2,2019
6861,2861,1,2024
6862,2862,2,2023
6863,2863,1,2023
6864,2864,1,2018
6865,2865,1,20-21
6866,2866,2,2020
6867,2867,1,2020
6868,2868,2,2021
6869,2869,1,2021
6870,2870,2,2024
6871,2871,1,2024
6872,2872,2,2021
6873,2873,2,2020
6874,2874,1,2018
6875,2875,2,2019
6876,2876,1,2024
6877,2877,2,2024
6878,2878,1,2023
6879,2879,1,2018
6880,2880,1,20-21
6881,2881,1,2020
6882,2882,2,2018
6883,2883,2,2018
6884,2884,2,2024
6885,2885,2,2020
6886,2886,1,2024
6887,2887,1,2018
6888,2888,1,2019
6889,2889,2,2018
6890,2890,2,2020
6891,2891,1,2020
6892,2892,2,2023
6893,2893,1,2019
6894,2894,2,20-21
6895,2895,2,2024
6896,2896,2,FY2022
6897,2897,2,20-21
6898,2898,2,2023
6899,2899,1,20-21
6900,2900,2,FY2022
6901,2901,1,2018
6902,2902,1,20-21
6903,2903,1,2023
6904,2904,1,2023
6905,2905,1,20-21
6906,2906,2,2020
6907,2907,2,FY2022
6908,2908,2,2023
6909,2909,2,20-21
6910,2910,2,2019
6911,2911,2,2021
6912,2912,1,20-21
6913,2913,2,2020
6914,2914,1,FY2022
6915,2915,2,2023
6916,2916,1,2018
6917,2917,1,2018
6918,2918,1,20-21
6919,2919,1,2023
6920,2920,1,20-21
6921,2921,1,2021
6922,2922,1,2020
6923,2923,1,FY2022
6924,2924,1,2024
6925,2925,1,2019
6926,2926,2,FY2022
6927,2927,2,2019
6928,2928,2,2024
6929,2929,1,FY2022
6930,2930,1,2020
6931,2931,2,2023
6932,2932,2,2023
6933,2933,2,2018
6934,2934,1,2023
6935,2935,1,2023
6936,2936,1,2019
6937,2937,1,2021
6938,2938,2,2023
6939,2939,2,2020
6940,2940,2,FY2022
6941,2941,1,2018
6942,2942,1,2024
6943,2943,1,2023
6944,2944,1,2018
6945,2945,1,2023
6946,2946,2,2018
6947,2947,1,2019
6948,2948,1,2021
6949,2949,1,20-21
6950,2950,1,20-21
6951,2951,2,20-21
6952,2952,2,2021
6953,2953,2,2020
6954,2954,2,20-21
6955,2955,1,2024
6956,2956,1,2021
6957,2957,1,2021
6958,2958,2,2024
6959,2959,1,2021
6960,2960,1,2024
6961,2961,2,20-21
6962,2962,1,20-21
6963,2963,1,2024
6964,2964,2,2024
6965,2965,1,2020
6966,2966,2,2019
6967,2967,2,2021
6968,2968,1,2019
6969,2969,1,FY2022
6970,2970,1,20-21
6971,2971,1,2024
6972,2972,1,2020
6973,2973,2,20-21
6974,2974,1,20-21
6975,2975,2,20-21
6976,2976,2,2019
6977,2977,2,2023
6978,2978,1,FY2022
6979,2979,1,2023
6980,2980,2,2023
6981,2981,1,FY2022
6982,2982,1,2021
6983,2983,1,2020
6984,2984,2,2023
6985,2985,2,2019
6986,2986,2,FY2022
6987,2987,2,20-21
6988,2988,2,2019
6989,2989,1,2024
6990,2990,2,2021
6991,2991,1,2020
6992,2992,2,2019
6993,2993,1,FY2022
6994,2994,2,2021
6995,2995,1,2019
6996,2996,2,2024
6997,2997,2,2018
6998,2998,2,2023
6999,2999,2,2018
7000,3000,2,2020
7001,3001,2,2019
7002,3002,2,2020
7003,3003,1,FY2022
7004,3004,1,2023
7005,3005,1,2018
7006,3006,1,20-21
7007,3007,1,2020
7008,3008,2,2023
7009,3009,2,2024
7010,3010,2,2019
7011,3011,1,FY2022
7012,3012,1,2019
7013,3013,2,FY2022
7014,3014,2,20-21
7015,3015,2,2018
7016,3016,2,2024
7017,3017,1,2019
7018,3018,1,2021
7019,3019,2,2023
7020,3020,1,FY2022
7021,3021,2,20-21
7022,3022,1,2019
7023,3023,2,2020
7024,3024,2,2020
7025,3025,2,FY2022
7026,3026,1,2021
7027,3027,1,20-21
7028,3028,2,20-21
7029,3029,1,2023
7030,3030,2,2023
7031,3031,2,2024
7032,3032,2,20-21
7033,3033,2,2018
7034,3034,1,FY2022
7035,3035,1,2020
7036,3036,1,2024
7037,3037,2,FY2022
7038,3038,2,20-21
7039,3039,1,2021
7040,3040,2,2019
7041,3041,2,2020
7042,3042,2,2018
7043,3043,2,FY2022
7044,3044,2,2021
7045,3045,2,2018
7046,3046,2,2019
7047,3047,2,FY2022
7048,3048,2,2021
7049,3049,1,2020
7050,3050,1,20-21
7051,3051,2,2019
7052,3052,2,2024
7053,3053,1,2023
7054,3054,1,FY2022
7055,3055,1,20-21
7056,3056,2,FY2022
7057,3057,1,2020
7058,3058,1,2024
7059,3059,2,FY2022
7060,3060,2,2020
7061,3061,2,2020
7062,3062,2,2018
7063,3063,1,2024
7064,3064,1,2020
7065,3065,2,FY2022
7066,3066,1,2019
7067,3067,2,FY2022
7068,3068,2,20-21
7069,3069,2,20-21
7070,3070,2,FY2022
7071,3071,2,2020
7072,3072,1,2024
7073,3073,1,20-21
7074,3074,2,2019
7075,3075,2,2024
7076,3076,2,2019
7077,3077,1,2021
7078,3078,2,2020
7079,3079,1,2021
7080,3080,1,2023
7081,3081,2,2024
7082,3082,1,2024
7083,3083,1,2018
7084,3084,1,2019
7085,3085,1,2023
7086,3086,1,2023
7087,3087,2,2019
7088,3088,2,2019
7089,3089,1,FY2022
7090,3090,1,2018
7091,3091,2,FY2022
7092,3092,1,2018
7093,3093,2,2024
7094,3094,2,2019
7095,3095,2,2019
7096,3096,1,20-21
7097,3097,1,2020
7098,3098,2,2021
7099,3099,1,2019
7100,3100,1,FY2022
7101,3101,2,2019
7102,3102,2,2023
7103,3103,1,2018
7104,3104,1,2023
7105,3105,1,2023
7106,3106,1,2020
7107,3107,1,2020
7108,3108,2,2023
7109,3109,1,2024
7110,3110,2,2018
7111,3111,2,2020
7112,3112,1,2019
7113,3113,2,2018
7114,3114,2,2019
7115,3115,2,2021
7116,3116,2,2023
7117,3117,1,2024
7118,3118,1,2021
7119,3119,1,2019
7120,3120,1,2023
7121,3121,2,2020
7122,3122,1,2023
7123,3123,2,2024
7124,3124,2,2024
7125,3125,1,2021
7126,3126,2,20-21
7127,3127,2,2024
7128,3128,2,2019
7129,3129,1,FY2022
7130,3130,2,2019
7131,3131,2,2018
7132,3132,1,2021
7133,3133,1,2020
7134,3134,2,2023
7135,3135,2,2018
7136,3136,2,2021
7137,3137,2,20-21
7138,3138,1,2020
7139,3139,2,2024
7140,3140,2,2020
7141,3141,1,20-21
7142,3142,1,2020
7143,3143,1,20-21
7144,3144,2,2023
7145,3145,2,20-21
7146,3146,1,20-21
7147,3147,2,2024
7148,3148,2,2023
7149,3149,1,2019
7150,3150,1,20-21
7151,3151,1,20-21
7152,3152,2,2020
7153,3153,1,20-21
7154,3154,1,2023
7155,3155,2,2019
7156,3156,1,2024
7157,3157,1,2024
7158,3158,1,2019
7159,3159,1,2019
7160,3160,1,2020
7161,3161,2,2020
7162,3162,1,2021
7163,3163,2,2024
7164,3164,1,2023
7165,3165,1,2021
7166,3166,1,2019
7167,3167,2,2021
7168,3168,1,2020
7169,3169,2,2019
7170,3170,1,FY2022
7171,3171,1,2019
7172,3172,1,2024
7173,3173,1,20-21
7174,3174,2,2024
7175,3175,1,20-21
7176,3176,2,20-21
7177,3177,1,2020
7178,3178,2,2019
7179,3179,1,2019
7180,3180,2,2018
7181,3181,2,2024
7182,3182,1,2023
7183,3183,2,2024
7184,3184,2,2018
7185,3185,1,2024
7186,3186,2,2024
7187,3187,1,2019
7188,3188,2,2021
7189,3189,1,2021
7190,3190,1,2024
7191,3191,2,20-21
7192,3192,1,2019
7193,3193,1,20-21
7194,3194,2,FY2022
7195,3195,2,2021
7196,3196,2,FY2022
7197,3197,1,2020
7198,3198,1,2019
7199,3199,1,2019
7200,3200,2,2018
7201,3201,2,2023
7202,3202,2,2019
7203,3203,1,2021
7204,3204,2,2019
7205,3205,1,2020
7206,3206,2,2021
7207,3207,1,2020
7208,3208,2,2021
7209,3209,2,2023
7210,3210,1,2023
7211,3211,2,2024
7212,3212,2,20-21
7213,3213,2,2018
7214,3214,1,2023
7215,3215,1,FY2022
7216,3216,1,2018
7217,3217,1,20-21
7218,3218,1,20-21
7219,3219,1,2019
7220,3220,1,FY2022
7221,3221,2,2021
7222,3222,2,2021
7223,3223,2,20-21
7224,3224,1,2018
7225,3225,1,2019
7226,3226,2,FY2022
7227,3227,1,2021
7228,3228,2,2018
7229,3229,2,20-21
7230,3230,1,2021
7231,3231,1,2023
7232,3232,2,2018
7233,3233,2,2021
7234,3234,1,2019
7235,3235,1,2024
7236,3236,2,2021
7237,3237,2,2018
7238,3238,1,2023
7239,3239,2,2019
7240,3240,2,2023
7241,3241,2,20-21
7242,3242,1,FY2022
7243,3243,2,2018
7244,3244,2,2018
7245,3245,1,2020
7246,3246,2,2024
7247,3247,1,2020
7248,3248,1,2018
7249,3249,2,2020
7250,3250,2,2020
7251,3251,2,2020
7252,3252,2,2019
7253,3253,2,2019
7254,3254,1,FY2022
7255,3255,1,FY2022
7256,3256,1,2021
7257,3257,1,2018
7258,3258,1,2024
7259,3259,2,2020
7260,3260,1,2019
7261,3261,2,2024
7262,3262,2,2018
7263,3263,1,2021
7264,3264,1,2021
7265,3265,2,2020
7266,3266,1,2020
7267,3267,2,FY2022
7268,3268,2,2023
7269,3269,1,20-21
7270,3270,2,2023
7271,3271,1,2023
7272,3272,2,2024
7273,3273,2,2023
7274,3274,2,2021
7275,3275,2,2024
7276,3276,1,2024
7277,3277,2,2024
7278,3278,1,FY2022
7279,3279,1,2024
7280,3280,2,2023
7281,3281,2,2018
7282,3282,2,2021
7283,3283,2,2020
7284,3284,2,2021
7285,3285,1,2018
7286,3286,1,2024
7287,3287,2,2018
7288,3288,2,2020
7289,3289,2,FY2022
7290,3290,2,2021
7291,3291,1,2023
7292,3292,1,2019
7293,3293,1,2023
7294,3294,2,2023
7295,3295,1,FY2022
7296,3296,1,2020
7297,3297,1,FY2022
7298,3298,2,2023
7299,3299,1,20-21
7300,3300,2,20-21
7301,3301,1,2018
7302,3302,2,2018
7303,3303,2,2019
7304,3304,1,2020
7305,3305,2,2020
7306,3306,1,2020
7307,3307,1,2018
7308,3308,2,20-21
7309,3309,1,2019
7310,3310,2,2021
7311,3311,2,2024
7312,3312,1,2019
7313,3313,1,2023
7314,3314,1,2024
7315,3315,2,2024
7316,3316,2,20-21
7317,3317,2,2021
7318,3318,1,2020
7319,3319,1,2024
7320,3320,1,2018
7321,3321,1,2021
7322,3322,2,FY2022
7323,3323,2,2018
7324,3324,2,20-21
7325,3325,2,2020
7326,3326,1,2019
7327,3327,1,2024
7328,3328,2,20-21
7329,3329,1,2024
7330,3330,1,2019
7331,3331,1,2021
7332,3332,2,2019
7333,3333,1,2021
7334,3334,2,2023
7335,3335,2,2020
7336,3336,1,2019
7337,3337,1,2024
7338,3338,2,2023
7339,3339,2,20-21
7340,3340,2,2020
7341,3341,2,2020
7342,3342,1,2021
7343,3343,1,2018
7344,3344,2,2018
7345,3345,1,2024
7346,3346,1,2024
7347,3347,2,2019
7348,3348,2,2018
7349,3349,1,2023
7350,3350,2,2024
7351,3351,1,20-21
7352,3352,1,2024
7353,3353,1,20-21
7354,3354,1,20-21
7355,3355,2,20-21
7356,3356,2,2024
7357,3357,2,2018
7358,3358,1,2019
7359,3359,2,2018
7360,3360,1,20-21
7361,3361,1,2019
7362,3362,2,2018
7363,3363,2,2024
7364,3364,2,2020
7365,3365,1,2019
7366,3366,1,2019
7367,3367,2,20-21
7368,3368,2,2021
7369,3369,1,2024
7370,3370,1,2021
7371,3371,2,FY2022
7372,3372,2,20-21
7373,3373,1,2024
7374,3374,1,FY2022
7375,3375,2,FY2022
7376,3376,1,2024
7377,3377,2,2019
7378,3378,1,FY2022
7379,3379,2,2018
7380,3380,2,2018
7381,3381,2,2021
7382,3382,2,2019
7383,3383,1,20-21
7384,3384,2,2024
7385,3385,2,2021
7386,3386,2,FY2022
7387,3387,2,2020
7388,3388,2,2018
7389,3389,1,20-21
7390,3390,1,FY2022
7391,3391,2,FY2022
7392,3392,1,20-21
7393,3393,1,20-21
7394,3394,1,2019
7395,3395,2,20-21
7396,3396,1,2018
7397,3397,1,2020
7398,3398,2,2021
7399,3399,1,2024
7400,3400,1,20-21
7401,3401,2,2018
7402,3402,2,20-21
7403,3403,1,2021
7404,3404,2,FY2022
7405,3405,2,2024
7406,3406,1,2023
7407,3407,1,2018
7408,3408,2,FY2022
7409,3409,2,2020
7410,3410,2,FY2022
7411,3411,2,2024
7412,3412,1,2021
7413,3413,2,FY2022
7414,3414,1,2023
7415,3415,2,2019
7416,3416,2,FY2022
7417,3417,2,20-21
7418,3418,1,2024
7419,3419,2,FY2022
7420,3420,2,FY2022
7421,3421,2,2019
7422,3422,2,2020
7423,3423,2,2024
7424,3424,1,2023
7425,3425,2,2021
7426,3426,2,2019
7427,3427,2,2019
7428,3428,2,2023
7429,3429,1,2023
7430,3430,2,2021
7431,3431,1,FY2022
7432,3432,1,20-21
7433,3433,2,20-21
7434,3434,2,2019
7435,3435,2,2019
7436,3436,1,2024
7437,3437,2,2023
7438,3438,1,2024
7439,3439,2,2021
7440,3440,1,2024
7441,3441,1,2020
7442,3442,2,FY2022
7443,3443,1,2020
7444,3444,2,2023
7445,3445,2,2019
7446,3446,1,2024
7447,3447,2,2020
7448,3448,2,2021
7449,3449,1,2023
7450,3450,2,2019
7451,3451,2,2020
7452,3452,2,2021
7453,3453,2,2019
7454,3454,1,2023
7455,3455,1,2020
7456,3456,1,FY2022
7457,3457,2,2018
7458,3458,2,2024
7459,3459,1,2018
7460,3460,2,2020
7461,3461,2,2023
