student_id,name,gender,age,program_type,country,education_background,work_experience
2001,Student_2001,F,24,EMBA,Vietnam,High School,10+ years
2002,Student_2002,M,23,mba,Germany,Bachelor,10+ years
2003,Student_2003,F,23,EMBA,Indonesia,High School,1-3 years
2004,Student_2004,M,24,mba,Japan,Bachelor,1-3 years
2005,Student_2005,M,24,EMBA,India,Diploma,1-3 years
2006,Student_2006,M,24,emba,Texas,Master,10+ years
2007,Student_2007,M,23,MBA,Spain,PhD,3-5 years
2008,Student_2008,M,26,MBA,Germany,PhD,<1 year
2009,Student_2009,F,,emba,Japan,High School,10+ years
2010,Student_2010,M,25,emba,China,PhD,1-3 years
2011,Student_2011,M,23,EMBA,Japan,Master,3-5 years
2012,Student_2012,M,24,MBA,Massachusetts,Diploma,5-10 years
2013,Student_2013,F,24,emba,Texas,High School,1-3 years
2014,Student_2014,M,23,EMBA,Netherlands,Master,10+ years
2015,Student_2015,F,22,EMBA,Massachusetts,High School,<1 year
2016,Student_2016,F,24,MBA,New York,High School,1-3 years
2017,Student_2017,M,24,emba,California,High School,1-3 years
2018,Student_2018,F,26,emba,Sweden,Bachelor,10+ years
2019,Student_2019,F,25,MBA,Illinois,Bachelor,<1 year
2020,Student_2020,M,22,EMBA,Sweden,Bachelor,3-5 years
2021,Student_2021,F,22,EMBA,Vietnam,Diploma,<1 year
2022,Student_2022,M,26,MBA,China,Master,1-3 years
2023,Student_2023,M,23,EMBA,India,Diploma,1-3 years
2024,Student_2024,M,23,emba,France,High School,5-10 years
2025,Student_2025,M,23,emba,Sweden,Bachelor,1-3 years
2026,Student_2026,M,,emba,Vietnam,Diploma,10+ years
2027,Student_2027,M,26,mba,New York,Diploma,1-3 years
2028,Student_2028,M,26,emba,New York,Master,3-5 years
2029,Student_2029,M,24,mba,Indonesia,PhD,5-10 years
2030,Student_2030,F,25,emba,Netherlands,Diploma,10+ years
2031,Student_2031,F,22,emba,Florida,Master,3-5 years
2032,Student_2032,F,23,emba,Indonesia,Master,<1 year
2033,Student_2033,F,24,EMBA,France,High School,5-10 years
2034,Student_2034,M,22,MBA,New York,Master,3-5 years
2035,Student_2035,M,25,MBA,Italy,Bachelor,<1 year
2036,Student_2036,M,24,MBA,Japan,High School,10+ years
2037,Student_2037,F,22,MBA,Massachusetts,Diploma,1-3 years
2038,Student_2038,F,24,mba,Texas,High School,1-3 years
2039,Student_2039,M,23,MBA,France,Master,10+ years
2040,Student_2040,F,24,MBA,Japan,PhD,3-5 years
2041,Student_2041,M,24,mba,Germany,High School,1-3 years
2042,Student_2042,F,,MBA,Florida,High School,1-3 years
2043,Student_2043,F,24,EMBA,France,Bachelor,5-10 years
2044,Student_2044,M,26,MBA,Vietnam,Master,5-10 years
2045,Student_2045,M,23,MBA,Massachusetts,Bachelor,3-5 years
2046,Student_2046,F,25,MBA,Spain,High School,<1 year
2047,Student_2047,M,25,emba,Japan,Master,1-3 years
2048,Student_2048,F,22,MBA,Florida,Bachelor,10+ years
2049,Student_2049,F,22,mba,India,Master,5-10 years
2050,Student_2050,M,25,MBA,Spain,High School,3-5 years
2051,Student_2051,M,23,mba,Massachusetts,Bachelor,10+ years
2052,Student_2052,M,26,EMBA,Sweden,PhD,1-3 years
2053,Student_2053,M,26,emba,Germany,PhD,<1 year
2054,Student_2054,F,24,MBA,Massachusetts,PhD,<1 year
2055,Student_2055,F,22,mba,Florida,PhD,10+ years
2056,Student_2056,M,25,emba,Indonesia,Bachelor,1-3 years
2057,Student_2057,M,25,EMBA,New York,PhD,3-5 years
2058,Student_2058,F,25,EMBA,Spain,Master,<1 year
2059,Student_2059,F,25,mba,Indonesia,PhD,10+ years
2060,Student_2060,F,,emba,Massachusetts,PhD,5-10 years
2061,Student_2061,F,22,EMBA,Italy,PhD,5-10 years
2062,Student_2062,F,,EMBA,Spain,Diploma,5-10 years
2063,Student_2063,F,26,emba,New York,High School,5-10 years
2064,Student_2064,M,23,MBA,Netherlands,Diploma,10+ years
2065,Student_2065,F,23,EMBA,India,Master,10+ years
2066,Student_2066,F,26,mba,France,High School,5-10 years
2067,Student_2067,M,22,MBA,China,Diploma,3-5 years
2068,Student_2068,F,26,EMBA,California,Bachelor,1-3 years
2069,Student_2069,F,22,EMBA,Vietnam,PhD,<1 year
2070,Student_2070,F,23,MBA,South Korea,PhD,1-3 years
2071,Student_2071,M,26,EMBA,Japan,Bachelor,10+ years
2072,Student_2072,F,22,emba,Germany,Diploma,1-3 years
2073,Student_2073,F,26,EMBA,Italy,PhD,<1 year
2074,Student_2074,,26,EMBA,France,PhD,1-3 years
2075,Student_2075,F,24,MBA,California,PhD,1-3 years
2076,Student_2076,M,24,emba,Sweden,High School,3-5 years
2077,Student_2077,,26,MBA,Japan,High School,<1 year
2078,Student_2078,F,26,emba,Italy,Diploma,5-10 years
2079,Student_2079,M,23,MBA,China,Bachelor,5-10 years
2080,Student_2080,F,25,MBA,France,PhD,5-10 years
2081,Student_2081,M,25,mba,Spain,PhD,<1 year
2082,Student_2082,F,,emba,South Korea,Bachelor,3-5 years
2083,Student_2083,M,22,MBA,Italy,Master,3-5 years
2084,Student_2084,M,26,MBA,New York,Bachelor,5-10 years
2085,Student_2085,F,23,mba,Sweden,Bachelor,3-5 years
2086,Student_2086,M,26,mba,China,High School,<1 year
2087,Student_2087,M,24,mba,Netherlands,Master,1-3 years
2088,Student_2088,F,23,EMBA,Italy,High School,<1 year
2089,Student_2089,,26,emba,China,Diploma,10+ years
2090,Student_2090,F,25,EMBA,Italy,High School,3-5 years
2091,Student_2091,M,23,EMBA,Indonesia,PhD,1-3 years
2092,Student_2092,M,22,mba,Illinois,Diploma,3-5 years
2093,Student_2093,F,25,EMBA,South Korea,Bachelor,5-10 years
2094,Student_2094,M,25,emba,California,PhD,<1 year
2095,Student_2095,F,24,EMBA,South Korea,High School,3-5 years
2096,Student_2096,F,22,emba,Indonesia,PhD,10+ years
2097,Student_2097,F,,emba,Florida,PhD,1-3 years
2098,Student_2098,F,24,EMBA,Illinois,High School,10+ years
2099,Student_2099,M,22,emba,China,Diploma,10+ years
2100,Student_2100,F,25,emba,Massachusetts,PhD,<1 year
2101,Student_2101,F,26,emba,Massachusetts,PhD,10+ years
2102,Student_2102,F,26,mba,Italy,Diploma,<1 year
2103,Student_2103,F,23,EMBA,France,High School,<1 year
2104,Student_2104,M,24,MBA,Illinois,PhD,10+ years
2105,Student_2105,M,24,MBA,Netherlands,High School,<1 year
2106,Student_2106,,24,MBA,India,Master,10+ years
2107,Student_2107,M,22,mba,Japan,High School,10+ years
2108,Student_2108,F,24,EMBA,Massachusetts,Master,5-10 years
2109,Student_2109,M,24,MBA,Netherlands,High School,<1 year
2110,Student_2110,F,24,MBA,Indonesia,PhD,1-3 years
2111,Student_2111,F,22,EMBA,Florida,Master,3-5 years
2112,Student_2112,F,26,mba,France,PhD,3-5 years
2113,Student_2113,F,22,MBA,Vietnam,Bachelor,5-10 years
2114,Student_2114,F,22,mba,Japan,High School,<1 year
2115,Student_2115,M,23,MBA,Italy,Bachelor,10+ years
2116,Student_2116,M,23,EMBA,China,High School,<1 year
2117,Student_2117,M,25,mba,South Korea,Diploma,<1 year
2118,Student_2118,F,25,emba,California,High School,1-3 years
2119,Student_2119,F,25,emba,Sweden,Diploma,5-10 years
2120,Student_2120,F,23,EMBA,Sweden,Diploma,1-3 years
2121,Student_2121,M,25,EMBA,Sweden,PhD,1-3 years
2122,Student_2122,F,24,EMBA,Spain,PhD,<1 year
2123,Student_2123,M,23,EMBA,Netherlands,Bachelor,3-5 years
2124,Student_2124,F,24,MBA,Japan,PhD,5-10 years
2125,Student_2125,F,22,emba,Netherlands,PhD,5-10 years
2126,Student_2126,M,24,EMBA,California,Bachelor,1-3 years
2127,Student_2127,F,26,emba,China,PhD,1-3 years
2128,Student_2128,M,25,mba,California,Diploma,1-3 years
2129,Student_2129,M,22,EMBA,Italy,High School,1-3 years
2130,Student_2130,M,23,EMBA,Netherlands,Bachelor,1-3 years
2131,Student_2131,,22,mba,Germany,Master,1-3 years
2132,Student_2132,F,24,MBA,Vietnam,High School,10+ years
2133,Student_2133,F,25,MBA,Italy,Bachelor,10+ years
2134,Student_2134,M,24,emba,China,High School,<1 year
2135,Student_2135,M,25,emba,Italy,Diploma,1-3 years
2136,Student_2136,F,25,EMBA,Florida,Master,<1 year
2137,Student_2137,F,22,EMBA,California,PhD,10+ years
2138,Student_2138,M,22,EMBA,Italy,Bachelor,<1 year
2139,Student_2139,F,22,mba,Sweden,High School,3-5 years
2140,Student_2140,F,26,EMBA,Netherlands,Diploma,1-3 years
2141,Student_2141,F,26,emba,Texas,PhD,10+ years
2142,Student_2142,M,24,mba,Netherlands,Bachelor,10+ years
2143,Student_2143,F,24,emba,California,High School,5-10 years
2144,Student_2144,M,25,MBA,Italy,High School,3-5 years
2145,Student_2145,M,23,mba,Spain,Diploma,10+ years
2146,Student_2146,M,25,mba,Spain,Diploma,3-5 years
2147,Student_2147,M,22,MBA,California,Diploma,5-10 years
2148,Student_2148,M,22,EMBA,Spain,Bachelor,10+ years
2149,Student_2149,M,23,EMBA,Vietnam,Master,1-3 years
2150,Student_2150,F,23,EMBA,Texas,Bachelor,1-3 years
2151,Student_2151,M,24,MBA,Illinois,High School,5-10 years
2152,Student_2152,M,23,EMBA,California,Master,5-10 years
2153,Student_2153,M,24,MBA,Germany,PhD,10+ years
2154,Student_2154,,22,mba,Netherlands,Master,3-5 years
2155,Student_2155,F,23,MBA,Netherlands,High School,<1 year
2156,Student_2156,F,25,MBA,Italy,Diploma,1-3 years
2157,Student_2157,F,24,EMBA,China,Diploma,<1 year
2158,Student_2158,,26,emba,Vietnam,High School,5-10 years
2159,Student_2159,F,24,emba,France,Diploma,<1 year
2160,Student_2160,F,22,EMBA,Sweden,Master,10+ years
2161,Student_2161,F,25,MBA,China,Master,1-3 years
2162,Student_2162,M,23,EMBA,Vietnam,Bachelor,1-3 years
2163,Student_2163,M,25,emba,Sweden,Master,1-3 years
2164,Student_2164,M,23,MBA,Sweden,Bachelor,<1 year
2165,Student_2165,F,25,mba,Sweden,Bachelor,3-5 years
2166,Student_2166,M,23,EMBA,Japan,Master,<1 year
2167,Student_2167,M,26,EMBA,Italy,High School,3-5 years
2168,Student_2168,M,24,EMBA,Japan,Diploma,5-10 years
2169,Student_2169,F,25,emba,Italy,Bachelor,5-10 years
2170,Student_2170,M,22,mba,Spain,Master,5-10 years
2171,Student_2171,F,23,mba,China,Master,10+ years
2172,Student_2172,F,25,MBA,France,Bachelor,<1 year
2173,Student_2173,M,22,EMBA,Texas,PhD,1-3 years
2174,Student_2174,M,24,MBA,Spain,Diploma,1-3 years
2175,Student_2175,F,22,MBA,Vietnam,Diploma,<1 year
2176,Student_2176,M,26,EMBA,Italy,PhD,10+ years
2177,Student_2177,M,26,emba,South Korea,Master,1-3 years
2178,Student_2178,M,24,EMBA,New York,Master,10+ years
2179,Student_2179,M,26,MBA,Sweden,PhD,10+ years
2180,Student_2180,F,26,EMBA,Massachusetts,Bachelor,1-3 years
2181,Student_2181,M,22,EMBA,India,High School,5-10 years
2182,Student_2182,M,22,mba,France,Diploma,5-10 years
2183,Student_2183,F,22,mba,Italy,Master,5-10 years
2184,Student_2184,F,23,EMBA,California,Diploma,10+ years
2185,Student_2185,M,24,EMBA,New York,Bachelor,5-10 years
2186,Student_2186,F,25,mba,Illinois,PhD,5-10 years
2187,Student_2187,M,26,MBA,Massachusetts,High School,<1 year
2188,Student_2188,M,24,emba,Texas,High School,5-10 years
2189,Student_2189,M,,MBA,Netherlands,PhD,5-10 years
2190,Student_2190,F,22,EMBA,France,Bachelor,3-5 years
2191,Student_2191,M,25,emba,Italy,Diploma,<1 year
2192,Student_2192,F,26,EMBA,Italy,High School,3-5 years
2193,Student_2193,M,25,EMBA,Spain,PhD,1-3 years
2194,Student_2194,M,22,mba,Germany,High School,1-3 years
2195,Student_2195,M,23,MBA,Indonesia,Bachelor,1-3 years
2196,Student_2196,F,23,EMBA,Vietnam,PhD,3-5 years
2197,Student_2197,M,23,MBA,Sweden,Diploma,3-5 years
2198,Student_2198,F,24,EMBA,China,Bachelor,1-3 years
2199,Student_2199,M,24,MBA,Japan,High School,10+ years
2200,Student_2200,M,22,EMBA,California,PhD,3-5 years
2201,Student_2201,M,25,emba,China,Bachelor,1-3 years
2202,Student_2202,M,23,mba,Massachusetts,Bachelor,1-3 years
2203,Student_2203,F,24,mba,California,PhD,3-5 years
2204,Student_2204,F,,mba,Italy,Bachelor,10+ years
2205,Student_2205,F,24,MBA,Sweden,High School,1-3 years
2206,Student_2206,M,22,EMBA,Netherlands,Master,1-3 years
2207,Student_2207,M,22,MBA,France,High School,1-3 years
2208,Student_2208,F,24,EMBA,Sweden,High School,1-3 years
2209,Student_2209,M,22,emba,New York,Diploma,10+ years
2210,Student_2210,M,24,EMBA,Germany,High School,5-10 years
2211,Student_2211,M,22,EMBA,Massachusetts,Diploma,3-5 years
2212,Student_2212,M,23,MBA,Italy,Bachelor,5-10 years
2213,Student_2213,M,26,mba,Texas,Master,10+ years
2214,Student_2214,M,25,emba,New York,High School,3-5 years
2215,Student_2215,M,26,mba,Florida,High School,1-3 years
2216,Student_2216,M,26,EMBA,New York,Bachelor,3-5 years
2217,Student_2217,F,25,EMBA,France,Diploma,5-10 years
2218,Student_2218,M,24,emba,Florida,Master,<1 year
2219,Student_2219,M,26,emba,South Korea,Diploma,10+ years
2220,Student_2220,F,26,mba,Vietnam,Master,5-10 years
2221,Student_2221,M,25,mba,Florida,Bachelor,1-3 years
2222,Student_2222,M,23,emba,South Korea,PhD,<1 year
2223,Student_2223,M,22,emba,Netherlands,Bachelor,<1 year
2224,Student_2224,M,24,MBA,Vietnam,Master,<1 year
2225,Student_2225,,23,mba,Florida,PhD,1-3 years
2226,Student_2226,F,23,MBA,Vietnam,Bachelor,<1 year
2227,Student_2227,M,23,emba,South Korea,High School,1-3 years
2228,Student_2228,M,23,MBA,India,High School,<1 year
2229,Student_2229,M,23,emba,France,Diploma,<1 year
2230,Student_2230,,23,EMBA,China,Bachelor,3-5 years
2231,Student_2231,F,22,MBA,Indonesia,Bachelor,5-10 years
2232,Student_2232,F,26,MBA,Netherlands,High School,5-10 years
2233,Student_2233,F,25,emba,Sweden,Bachelor,1-3 years
2234,Student_2234,M,22,EMBA,South Korea,Diploma,5-10 years
2235,Student_2235,M,25,emba,Spain,High School,1-3 years
2236,Student_2236,F,23,emba,Sweden,Diploma,1-3 years
2237,Student_2237,M,23,EMBA,Massachusetts,PhD,1-3 years
2238,Student_2238,M,23,EMBA,Florida,PhD,3-5 years
2239,Student_2239,F,24,EMBA,South Korea,Master,<1 year
2240,Student_2240,M,23,EMBA,India,Master,3-5 years
2241,Student_2241,M,23,MBA,Vietnam,Master,3-5 years
2242,Student_2242,F,26,mba,Netherlands,Diploma,<1 year
2243,Student_2243,F,23,MBA,Italy,High School,5-10 years
2244,Student_2244,M,23,EMBA,Germany,PhD,1-3 years
2245,Student_2245,F,24,mba,Illinois,Diploma,1-3 years
2246,Student_2246,M,22,mba,France,PhD,3-5 years
2247,Student_2247,M,22,mba,Illinois,Diploma,5-10 years
2248,Student_2248,M,22,emba,Italy,High School,<1 year
2249,Student_2249,F,22,MBA,Netherlands,High School,10+ years
2250,Student_2250,F,25,mba,Texas,Master,3-5 years
2251,Student_2251,F,24,mba,Illinois,High School,3-5 years
2252,Student_2252,M,24,MBA,Italy,High School,10+ years
2253,Student_2253,F,26,MBA,New York,PhD,<1 year
2254,Student_2254,F,25,emba,Japan,PhD,1-3 years
2255,Student_2255,M,23,emba,India,Master,3-5 years
2256,Student_2256,M,22,MBA,South Korea,Master,3-5 years
2257,Student_2257,F,23,mba,California,PhD,10+ years
2258,Student_2258,M,22,MBA,India,Bachelor,5-10 years
2259,Student_2259,F,22,MBA,Massachusetts,Master,<1 year
2260,Student_2260,F,24,MBA,Florida,Bachelor,1-3 years
2261,Student_2261,M,24,EMBA,Netherlands,PhD,<1 year
2262,Student_2262,F,23,emba,India,Bachelor,5-10 years
2263,Student_2263,F,22,emba,Germany,Diploma,3-5 years
2264,Student_2264,F,24,MBA,France,Bachelor,<1 year
2265,Student_2265,M,24,EMBA,Spain,Diploma,10+ years
2266,Student_2266,F,26,mba,Netherlands,Bachelor,5-10 years
2267,Student_2267,M,22,EMBA,India,Bachelor,3-5 years
2268,Student_2268,M,23,emba,Massachusetts,High School,1-3 years
2269,Student_2269,F,26,MBA,China,PhD,3-5 years
2270,Student_2270,M,25,emba,Vietnam,High School,5-10 years
2271,Student_2271,M,23,emba,Japan,Master,5-10 years
2272,Student_2272,M,26,emba,Illinois,Bachelor,3-5 years
2273,Student_2273,F,25,emba,Massachusetts,Bachelor,1-3 years
2274,Student_2274,F,22,EMBA,Vietnam,PhD,3-5 years
2275,Student_2275,M,24,MBA,South Korea,Master,5-10 years
2276,Student_2276,M,25,emba,Netherlands,Bachelor,3-5 years
2277,Student_2277,M,22,mba,Vietnam,High School,1-3 years
2278,Student_2278,F,22,EMBA,Massachusetts,Master,1-3 years
2279,Student_2279,M,24,mba,China,High School,10+ years
2280,Student_2280,M,,mba,Illinois,High School,5-10 years
2281,Student_2281,F,22,MBA,Indonesia,Bachelor,10+ years
2282,Student_2282,F,22,mba,France,PhD,1-3 years
2283,Student_2283,F,22,mba,Massachusetts,Bachelor,10+ years
2284,Student_2284,F,22,MBA,Germany,Master,10+ years
2285,Student_2285,M,23,EMBA,Massachusetts,PhD,5-10 years
2286,Student_2286,F,24,MBA,China,High School,3-5 years
2287,Student_2287,M,22,EMBA,China,Diploma,3-5 years
2288,Student_2288,F,22,emba,India,PhD,3-5 years
2289,Student_2289,F,25,emba,Massachusetts,Bachelor,3-5 years
2290,Student_2290,M,23,emba,Massachusetts,Master,1-3 years
2291,Student_2291,,24,EMBA,France,PhD,1-3 years
2292,Student_2292,F,23,MBA,Italy,Master,10+ years
2293,Student_2293,M,25,mba,Sweden,Diploma,10+ years
2294,Student_2294,M,25,mba,New York,PhD,1-3 years
2295,Student_2295,F,25,emba,Italy,Diploma,1-3 years
2296,Student_2296,F,25,MBA,Spain,PhD,<1 year
2297,Student_2297,M,24,MBA,Japan,Master,1-3 years
2298,Student_2298,M,23,EMBA,India,PhD,5-10 years
2299,Student_2299,M,22,MBA,New York,Bachelor,3-5 years
2300,Student_2300,M,25,emba,Japan,PhD,5-10 years
2301,Student_2301,F,26,mba,France,Bachelor,1-3 years
2302,Student_2302,M,24,emba,Florida,Master,1-3 years
2303,Student_2303,F,26,EMBA,Spain,PhD,3-5 years
2304,Student_2304,M,23,mba,Massachusetts,PhD,3-5 years
2305,Student_2305,M,22,EMBA,California,Master,3-5 years
2306,Student_2306,M,26,EMBA,Texas,Bachelor,10+ years
2307,Student_2307,M,22,emba,Florida,PhD,10+ years
2308,Student_2308,M,24,mba,South Korea,Bachelor,5-10 years
2309,Student_2309,M,25,EMBA,South Korea,High School,5-10 years
2310,Student_2310,M,23,mba,Indonesia,Bachelor,3-5 years
2311,Student_2311,M,22,emba,Sweden,Bachelor,1-3 years
2312,Student_2312,F,25,mba,Spain,PhD,5-10 years
2313,Student_2313,F,22,MBA,California,High School,3-5 years
2314,Student_2314,F,22,EMBA,Indonesia,High School,5-10 years
2315,Student_2315,F,26,mba,Netherlands,PhD,10+ years
2316,Student_2316,F,22,MBA,Japan,Diploma,5-10 years
2317,Student_2317,F,23,MBA,California,Bachelor,10+ years
2318,Student_2318,M,22,emba,Indonesia,Diploma,<1 year
2319,Student_2319,M,,mba,France,Bachelor,10+ years
2320,Student_2320,M,24,EMBA,France,High School,10+ years
2321,Student_2321,M,23,mba,Vietnam,Bachelor,3-5 years
2322,Student_2322,M,22,EMBA,Italy,High School,5-10 years
2323,Student_2323,M,22,mba,Sweden,PhD,5-10 years
2324,Student_2324,F,24,MBA,Florida,PhD,<1 year
2325,Student_2325,F,25,mba,Germany,PhD,10+ years
2326,Student_2326,M,24,emba,France,Diploma,1-3 years
2327,Student_2327,F,23,emba,France,PhD,5-10 years
2328,Student_2328,F,22,EMBA,Massachusetts,Master,5-10 years
2329,Student_2329,F,26,EMBA,South Korea,Bachelor,3-5 years
2330,Student_2330,M,25,emba,Illinois,Diploma,<1 year
2331,Student_2331,M,23,MBA,California,PhD,10+ years
2332,Student_2332,M,22,MBA,Indonesia,PhD,1-3 years
2333,Student_2333,M,25,MBA,Texas,High School,1-3 years
2334,Student_2334,F,26,emba,California,Bachelor,<1 year
2335,Student_2335,M,26,mba,Germany,Master,10+ years
2336,Student_2336,,26,mba,South Korea,High School,5-10 years
2337,Student_2337,M,26,MBA,South Korea,Bachelor,5-10 years
2338,Student_2338,M,25,emba,Illinois,Bachelor,<1 year
2339,Student_2339,M,22,EMBA,Germany,High School,1-3 years
2340,Student_2340,M,24,MBA,Indonesia,Diploma,10+ years
2341,Student_2341,F,25,EMBA,Indonesia,Diploma,<1 year
2342,Student_2342,M,24,EMBA,France,High School,5-10 years
2343,Student_2343,M,24,mba,New York,Bachelor,1-3 years
2344,Student_2344,M,24,mba,Florida,PhD,10+ years
2345,Student_2345,M,25,emba,Italy,Bachelor,3-5 years
2346,Student_2346,F,25,MBA,Vietnam,Master,1-3 years
2347,Student_2347,M,25,EMBA,Netherlands,High School,<1 year
2348,Student_2348,M,24,MBA,Italy,Diploma,1-3 years
2349,Student_2349,F,25,MBA,Massachusetts,PhD,<1 year
2350,Student_2350,F,23,mba,Florida,Bachelor,<1 year
2351,Student_2351,M,22,MBA,China,High School,<1 year
2352,Student_2352,M,26,mba,Netherlands,PhD,3-5 years
2353,Student_2353,M,24,emba,New York,High School,1-3 years
2354,Student_2354,F,,mba,Sweden,PhD,10+ years
2355,Student_2355,F,25,EMBA,Sweden,Master,3-5 years
2356,Student_2356,M,24,mba,Japan,High School,3-5 years
2357,Student_2357,M,22,MBA,Vietnam,Bachelor,<1 year
2358,Student_2358,F,23,EMBA,Sweden,Bachelor,3-5 years
2359,Student_2359,F,26,EMBA,Florida,Bachelor,<1 year
2360,Student_2360,F,24,MBA,Germany,PhD,3-5 years
2361,Student_2361,M,22,emba,Vietnam,Bachelor,10+ years
2362,Student_2362,F,25,MBA,Japan,Diploma,<1 year
2363,Student_2363,F,22,EMBA,Japan,PhD,<1 year
2364,Student_2364,M,23,EMBA,Indonesia,PhD,3-5 years
2365,Student_2365,M,23,EMBA,Germany,High School,1-3 years
2366,Student_2366,M,25,MBA,Spain,Diploma,10+ years
2367,Student_2367,F,26,MBA,California,Diploma,1-3 years
2368,Student_2368,M,23,mba,Vietnam,High School,10+ years
2369,Student_2369,F,23,mba,China,PhD,1-3 years
2370,Student_2370,M,25,EMBA,Indonesia,High School,<1 year
2371,Student_2371,,,EMBA,South Korea,Diploma,<1 year
2372,Student_2372,M,25,emba,Florida,Bachelor,5-10 years
2373,Student_2373,M,25,emba,Sweden,Bachelor,<1 year
2374,Student_2374,F,25,EMBA,France,PhD,<1 year
2375,Student_2375,M,,mba,Massachusetts,PhD,1-3 years
2376,Student_2376,F,24,MBA,South Korea,High School,1-3 years
2377,Student_2377,F,25,emba,Texas,Bachelor,10+ years
2378,Student_2378,M,26,mba,Germany,High School,<1 year
2379,Student_2379,M,,EMBA,Vietnam,Diploma,3-5 years
2380,Student_2380,M,25,mba,New York,Master,<1 year
2381,Student_2381,M,25,MBA,Italy,PhD,3-5 years
2382,Student_2382,F,,MBA,Vietnam,Diploma,1-3 years
2383,Student_2383,F,26,EMBA,Vietnam,PhD,10+ years
2384,Student_2384,M,23,mba,New York,Master,<1 year
2385,Student_2385,M,,EMBA,Japan,Diploma,5-10 years
2386,Student_2386,M,23,MBA,Florida,PhD,<1 year
2387,Student_2387,F,24,mba,New York,High School,10+ years
2388,Student_2388,M,25,MBA,Texas,High School,3-5 years
2389,Student_2389,F,26,emba,China,Diploma,3-5 years
2390,Student_2390,F,23,mba,Illinois,Bachelor,5-10 years
2391,Student_2391,M,25,EMBA,New York,Bachelor,10+ years
2392,Student_2392,M,24,MBA,Japan,Bachelor,<1 year
2393,Student_2393,F,25,mba,France,High School,10+ years
2394,Student_2394,M,25,emba,Germany,Bachelor,3-5 years
2395,Student_2395,F,24,mba,Texas,Master,10+ years
2396,Student_2396,F,,MBA,Netherlands,Master,5-10 years
2397,Student_2397,F,,mba,Spain,Master,<1 year
2398,Student_2398,F,25,mba,Japan,High School,1-3 years
2399,Student_2399,F,25,EMBA,Germany,Master,1-3 years
2400,Student_2400,F,23,emba,South Korea,High School,1-3 years
2401,Student_2401,F,24,emba,France,High School,5-10 years
2402,Student_2402,M,23,EMBA,South Korea,Master,5-10 years
2403,Student_2403,F,,emba,New York,Bachelor,<1 year
2404,Student_2404,F,23,MBA,Massachusetts,Bachelor,<1 year
2405,Student_2405,M,,EMBA,Germany,Bachelor,1-3 years
2406,Student_2406,F,25,mba,Netherlands,PhD,1-3 years
2407,Student_2407,F,22,MBA,India,Master,<1 year
2408,Student_2408,M,26,EMBA,California,Master,3-5 years
2409,Student_2409,F,26,mba,Spain,Bachelor,3-5 years
2410,Student_2410,F,23,EMBA,India,Master,10+ years
2411,Student_2411,F,23,mba,China,Master,5-10 years
2412,Student_2412,F,25,mba,Italy,PhD,10+ years
2413,Student_2413,M,25,EMBA,Massachusetts,Diploma,5-10 years
2414,Student_2414,F,23,MBA,India,Diploma,10+ years
2415,Student_2415,M,26,MBA,Indonesia,Diploma,1-3 years
2416,Student_2416,M,25,EMBA,Illinois,PhD,<1 year
2417,Student_2417,F,24,mba,Spain,High School,3-5 years
2418,Student_2418,M,25,mba,Japan,Diploma,3-5 years
2419,Student_2419,M,26,mba,France,Master,<1 year
2420,Student_2420,M,,emba,California,Bachelor,1-3 years
2421,Student_2421,M,25,mba,South Korea,Diploma,5-10 years
2422,Student_2422,F,25,EMBA,China,Bachelor,1-3 years
2423,Student_2423,F,23,MBA,Netherlands,Bachelor,5-10 years
2424,Student_2424,M,24,emba,South Korea,High School,3-5 years
2425,Student_2425,M,26,EMBA,India,Diploma,<1 year
2426,Student_2426,M,26,MBA,Massachusetts,Diploma,3-5 years
2427,Student_2427,F,23,EMBA,Germany,High School,3-5 years
2428,Student_2428,F,24,MBA,Florida,Master,3-5 years
2429,Student_2429,M,26,emba,China,Bachelor,10+ years
2430,Student_2430,F,24,mba,India,Master,1-3 years
2431,Student_2431,M,24,mba,Massachusetts,PhD,10+ years
2432,Student_2432,M,23,EMBA,India,Diploma,3-5 years
2433,Student_2433,M,23,emba,Texas,High School,<1 year
2434,Student_2434,F,26,emba,Sweden,PhD,<1 year
2435,Student_2435,M,22,EMBA,Japan,PhD,3-5 years
2436,Student_2436,M,26,EMBA,India,High School,5-10 years
2437,Student_2437,,26,emba,South Korea,Bachelor,1-3 years
2438,Student_2438,,26,emba,Florida,Diploma,3-5 years
2439,Student_2439,M,23,MBA,Italy,High School,5-10 years
2440,Student_2440,,26,emba,Indonesia,High School,1-3 years
2441,Student_2441,M,26,emba,Netherlands,Bachelor,5-10 years
2442,Student_2442,M,22,emba,Texas,Bachelor,<1 year
2443,Student_2443,F,22,EMBA,South Korea,Bachelor,5-10 years
2444,Student_2444,M,24,MBA,Germany,Bachelor,5-10 years
2445,Student_2445,M,22,emba,Florida,High School,3-5 years
2446,Student_2446,M,24,EMBA,New York,Bachelor,10+ years
2447,Student_2447,F,24,emba,Indonesia,Diploma,10+ years
2448,Student_2448,M,24,mba,Italy,Master,1-3 years
2449,Student_2449,M,24,MBA,New York,Diploma,5-10 years
2450,Student_2450,F,22,mba,South Korea,Diploma,1-3 years
2451,Student_2451,M,22,emba,Sweden,Diploma,1-3 years
2452,Student_2452,M,24,mba,Florida,Bachelor,10+ years
2453,Student_2453,F,23,EMBA,Spain,High School,3-5 years
